Date,MONTH,DAY,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
6/25/24,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.86,0,0,0,0,0,0,0,0,0,0
6/26/24,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.77,0,0,0,- ,0,0,0,0,0,0
6/27/24,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.16,0,0,0,0,0,0,0,0,0,0
6/28/24,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.17,0,0,0,0,0,0,0,0,0,0
6/29/24,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.57,0,0,0,0,0,0,0,- ,0,0
6/30/24,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.82,0,0,0,0,0,0,0,- ,0,0
7/1/24,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.25,0,0,0,0,0,0,0,0,0,0
7/2/24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180444439,0,0,0,0,0,,0,0,2.11,0,0,0,0,0,0,0,0,0,0
7/3/24,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107549666,0,0,0,,0,0,2.21,0,0,0,0,0,0,0,0,0,0
7/4/24,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.71,0,0,0,0,0,0,0,0,0,0
7/5/24,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458015267,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.11,0,0,0,0,0,0,0,0,0,0
7/6/24,7,6,0,0,0,0,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3.35,0,0,0,0,0,0,0,0,0,0
7/7/24,7,7,0,0.272108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173999995,0,0,0,0,,0,0,1.97,0,0,0,0,0,0,0,0,0.12,0
7/8/24,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437956204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.56,0,0,0,0,0,0,0,0,0,0
7/9/24,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27972028,0,0,0,0,0,0,0,0.102784807,0,0,0,0.086382976,0,0,,0.12,0,2.56,0.1,0,0,0,0,0.13,0,0,0,0
7/10/24,7,10,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108993285,0,0,0.204276724,0,0,,0.09,0,0.61,0,0,0,0.19,0,0.13,0,0,0,0
7/11/24,7,11,0,0,0,0,0,0.49382716,0,0,0,0.31496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95740623,0,0.289855072,0,0,0,0.303030303,0,0,0,0,0,0,0.200493821,0.111232874,0,0,0,0,0,,0,0.08,0.13,0.11,0.37,0,0,0,0,0,0.19,0,0
7/12/24,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325203252,0,0,0,0,0.444444444,0,0,0,0,0,0.229007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115177302,0,0.343909689,0,0,0,0,,0,0.08,1.16,0,0.25,0,0,0,0,0,0,0,0
7/13/24,7,13,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0.567375887,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0.171549291,0.152249996,0,0,0,0,0,0,,0,0,1.5,0,0,0,0,0,0,0,0,0,0.12
7/14/24,7,14,0,0,0.425531915,0,0,0,0,0,0,0,0.296296296,0.579326079,0,0,0,0.298507463,0,0,0,0,0,0,0.289855072,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227177298,0,0.177810214,0,0,0,,0,0,0.13,0,0,0,0,0,0,0,0.18,0,0
7/15/24,7,15,0,0.437956204,0,0,0,0.516129032,0,0.625,0.296296296,0,0,0.5,0,0,0,0,0,0,0.298507463,0,0,0,0,0.296296296,0,0,0,0.575539568,0,0,0,0.25974026,0,0,0,0,0,0.590478266,0,0.855366261,0,0,0.289855072,0,0.24691358,0,0,0,0.219459453,0,0,0,0,0,,0,0.12,2.73,0,0.25,0,0,0,0,0,0.12,0.16,0.12
7/16/24,7,16,0,0.32,0.275862069,0.917008952,0,0.256410256,0,0.62992126,0,0,0,1.39389089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248447205,0.291970803,0,0,0.24691358,0.636798389,0,0.272108844,0.303030303,0,0.405405405,0.266666667,0,0,0,0,0.551724138,0,0,0,0.110476187,0.169166662,0,0.087625897,0.237080285,0,0,0,,0,0,0.39,0,0.19,0.22,0,0.17,0,0.12,0,0.17,0
7/17/24,7,17,0,0,0.577685089,0.256410256,0,0,0,0.610722611,0.30075188,0.64,0,0.275862069,0,0,0,0,0,0,0,0,0,0.465116279,0,0,0.666666667,0,0,0,0,0.516129032,0,0.503224275,0,0.294117647,0.711695107,0,0,0,0,0.303030303,0,0,0,0,0,0.281690141,0.115999997,0,0,0.445882989,0.355277677,0,0,0,,0.18,0.12,0,0,0.72,0.13,0.25,0.19,0.37,0.13,0,0.94,0
7/18/24,7,18,0.296296296,0,0,0.579710145,0.480030722,0,0,0.666029676,0,0.606060606,0,0,0,0,0.289855072,0.27972028,0.307692308,0,0,0,0,0.444444444,0,0,0,1.308270677,0,0.275862069,0,0,1.497297605,0.808453919,0,0,0.518717475,0.281690141,0,0,0.258064516,0,0,0,0.873457801,0,0,0.251572327,0,0.42181817,0.160263153,0.458053253,0,0.521043463,0,0,,0.18,0.36,2.5,0.23,0,0,0.35,0,0.19,0.39,0.19,0.88,0.34
7/19/24,7,19,0.25974026,0.27027027,0,0,0,0.322580645,1.379664498,0,0,0.875912409,0.885717398,0.597014925,0,0,0,0,0.377358491,0.441176471,0,0,0,0,0,0,0,0.454545455,0,0.859198356,0,0.83045977,1.091547766,0,0.305343511,0,0.558247722,0,0,0,0,0,0,0,0,0,0.805369128,0.444444444,0.344269866,0.115177302,0.314322572,0.432797557,0,0.217986571,0,0,,0.17,0,0,0.22,0.39,0.38,0.32,0,0,0.19,0,0.46,0.18
7/20/24,7,20,1.125931643,0.55035461,0,0,0.289855072,0.563380282,0.539679731,0.918379331,0.769230769,0.287769784,0.441176471,0.622803829,0,0,0,0.310077519,0.683760684,0,0.483870968,0,0,0.921084982,0,0,0,0.425531915,0,0,0.487804878,0,0.736639928,0,0,0,0.849561199,0.397350993,0.291970803,0,0,0,0,0,0.294117647,0,0.41958042,0.322580645,0.204568027,0.118540143,0.358235284,0.340091831,0.115177302,0,0,0,,0.18,0.19,0.37,0.11,0.72,0.91,0.21,0.23,0.18,0,0.24,0.11,1.06
7/21/24,7,21,2.591896408,0.794701987,0,0.909090909,1.804613297,0.989010989,2.041525485,1.666666667,0.305343511,1.127853555,2.417883212,0.935890275,0.904707233,0,0.45112782,0,0.555555556,0,0,0,0,0.27972028,0,0,0,0.310077519,0,0,0.25974026,0,0,0.822598454,0,0,0.759493671,0.296296296,0.902255639,0,0,0.283687943,0,0,0.27027027,0,0.855351085,0,0.106143788,0.408553447,0.16684931,0.448875922,0.348834522,0.107549666,0,0,,0.11,0,1.1,0.09,0.24,0.92,0.12,0,0.91,0,0.38,0.33,0.72
7/22/24,7,22,0.869925435,2.248562583,0,0.273972603,0.895522388,3.154471545,1.2,2.898839138,0.588235294,0.553798984,7.38022461,1.2922403,0.310077519,0.291970803,0.597014925,0.592592593,0,0.25477707,0,0,0,0,0.422535211,0.275862069,0.575539568,0,0,0.579316114,0,0,0.930456212,0.283687943,0,0.547945205,0,0,0,0,0,0,0.85106383,0,1.159968479,0.294117647,0,0.298507463,0.106842102,0.221708966,0.235362312,0,0,0.446150299,0,0,,0.74,0,0.56,0.43,0.99,1.45,0.49,0.12,0.18,0,0.49,0.73,0.36
7/23/24,7,23,1.9855123,1.422715216,1.525735294,1.167108753,1.44,1.35620915,1.499051233,2.660915727,0,1.848262899,3.450980392,3.243243243,0.634920635,0,1.190924184,0,0,0.540540541,0.285714286,0,0.289855072,0,1.70212766,0,0.900542095,0.519480519,0.441176471,0.75,0,0.530194027,0.458015267,0.272108844,0.1875,0.821917808,0,0.869565217,0,0.408163265,0.458015267,0,0,0,0.437956204,0.594803759,0,0,0,0.719018931,0.548648633,0.940052716,0.676666647,0.439293744,0,0,,0.5,0.3,0.19,0.59,0.24,1.42,0.18,0.11,0.5,0.73,0.18,0.9,0.61
7/24/24,7,24,3.098907257,0.310077519,0.563380282,0.96,3.692973493,0.522875817,0.583941606,2.274425302,0.303030303,1.72151378,3.118139416,2.013422819,0.883838384,0,0.857142857,0.416666667,0.747663551,0.350877193,0.287769784,0.45112782,0.695652174,0.245398773,0.620155039,0,1.118881119,1.908170473,0,2.692307692,0.287769784,1.135457135,0.88833042,0.52554493,0.591380251,0.261437908,0,0.283687943,0.198675497,0,0.437956204,0.248447205,1.332886431,0.307692308,0.895522388,0.562574023,0.495356037,0,0.177810214,0.793189166,0.889333308,0.107549666,0.355620428,0.702444424,0,0,,0.79,0.33,0.37,0.76,0.12,0.56,0.54,0.35,0.46,0.18,0.55,0.23,0.77
7/25/24,7,25,2.591219512,2.163253582,2.027948194,0.258064516,0.476190476,0.294117647,0.544217687,1.828744632,2.130914986,1.73287457,1.411140584,0.866684768,0.804093567,0.307692308,0.898312813,0.258064516,0.305343511,1.139171421,0,0.862086724,0.30075188,0.806501208,0.287769784,0.441176471,0.716540404,1.351351351,0.275862069,0.382165605,0.526315789,0,1.346653347,0,0,1.010533677,0.434782609,1.141025641,0,0.516129032,0,0,0.273972603,0.529801325,0.444444444,1.131840796,0,0.715116279,0.175251794,0,0.321369058,0.562238966,0.177810214,0.659462209,0,0,,0.38,0.22,0.39,0.84,0.12,0.74,0.33,0.23,0,0.35,0.92,0.73,1.06
7/26/24,7,26,1.8673654,4.09737373,2.655243718,1.975705731,0.888888889,0.317460317,1.57480315,1.501925546,3.648946595,3.088309277,2.563837129,0.597014925,1.232876712,0.529801325,0.863309353,0.635761589,0,0.555555556,0.615384615,0,0,1.02027027,0.889787664,0,0.30075188,0.563380282,0,0.85106383,0,0.27027027,0.296296296,2.067280046,0.23255814,0.248447205,1.960174842,0,1.073825503,0,0,0,1.445372334,0,0.454545455,1.791044776,0.228571429,0,0.32918918,0.096094672,0.862162137,0.561014999,0,0.320445405,0,0,,0.77,0.52,0.38,0.24,1.46,2.12,0.91,0,0.38,0.59,1.09,1.51,0.58
7/27/24,7,27,2.57967033,2.115884116,2.294345785,1.806363325,0.597014925,0.32,2.229265192,2.145621674,2.32712766,0.929038282,3.472925594,1.503759398,1.276463263,0.287769784,2.563380282,0,0,0.307692308,0.287769784,0,0.618556701,0.583941606,0,0,3.412698413,1.736677116,0.298507463,0.441176471,0.606060606,0.451977401,0.239520958,0.779220779,0.571428571,0.23255814,2.816923732,0.79458042,0.590800087,0,0.291970803,0,0.27972028,0.3125,0.397350993,1.768815497,1.601629221,1.874171197,0.665226147,0,1.478299734,0.757866645,1.312909053,0.842061183,0,0,,0.94,0.22,1.26,0.34,1.14,1.88,0.9,0.18,1.03,0.58,0.89,0.81,1.3
7/28/24,7,28,0.916030534,5.349018083,2.423598376,4.14789916,1.700421507,0.916030534,4.347436458,0,0.5,4.183760918,3.947825224,0.392156863,0.902255639,1.439740075,2.694004882,0.588744589,1.311457175,1.663974942,0.75280112,2.054942678,0,0,0.31496063,0.291970803,2.636617471,0.916030534,0.615384615,1.134751773,2.612124717,0.942233633,0.586151369,0.882400649,0.783090783,0.551724138,3.292793096,0.827586207,0,0,0.779220779,0.413793103,0.794772165,0.223880597,0,0.428571429,1.162165465,0.484662128,0.165714281,0,0.984724058,0.665314121,1.881903511,1.129271491,0,0,,1.67,0.35,1.9,0.65,0.6,3.09,0.77,0.16,0.36,0.59,2.35,1.26,0.78
7/29/24,7,29,0.797945205,2.357990688,0.967741935,0.724164724,5.018498071,0.895522388,1.928153474,2.713421046,2.750874126,8.692891649,5.823293717,2.002879539,0.625,2.380794336,2.778765793,0.307692308,0.85106383,1.981834428,0.96,2.73015873,0,0.275862069,0.294117647,0.920238988,3.57794418,2.214933436,1.943734015,1.16153602,1.346650208,1.269499731,0.895621406,0.802177858,1.21974307,1.87755102,1.15942029,0.45112782,0,0.804093567,0.551724138,0,0.727054865,0,0.526315789,0.45112782,0.19047619,0.711468019,0.681131992,0.733734919,0.445096283,0.983857272,1.507277382,1.124832057,0,0,,1.17,0.12,1.5,0.68,1.42,1.2,1.57,0.46,0.84,0.32,2.36,0.41,1.03
7/30/24,7,30,0.895522388,0,2.295971074,0.457381816,2.589928058,1.67057903,2.483582434,5.264976959,3.235294118,6.456673761,8.872180451,1.971830986,3.076923077,2.283298097,3.195268426,1.666666667,1.769393397,0.405405405,0.291970803,1.932523617,0,0.902255639,0.880237902,0.258064516,3.802816901,1.79694208,2.368012422,0.847096166,0.465116279,0.263157895,0.251572327,2.002642948,0,1.414162421,0.575539568,0,0,0.553012967,0.291970803,0,0.397350993,0,0.774193548,3.98053528,2.028185108,0.481927711,0.88237828,0.445609743,0.689847148,1.568298323,1.813801221,0.338626253,0,0,,0.95,0.31,0.76,0.33,0.58,2.03,0.86,0.64,1.53,1.17,2.35,1.4,0.7
7/31/24,7,31,0,0,2.41383361,2.963434022,1.830112145,0.533333333,0.3125,3.197202797,2.139965298,10.16066001,11.91558682,3.859097127,0.298507463,1.343283582,5.282175814,0.310077519,2.217261905,0.441176471,1.714285714,1.770688249,1.653872054,1.983471074,2.132082414,0.281690141,2.183035714,2.351654676,0,2.840239373,0.919553729,0.41958042,0.727272727,1.445918527,3.098134631,1.325966851,3.580615098,0.584221748,1.791044776,0,0.3125,0,0,0.264900662,0.275862069,4.298136646,0.989010989,1.161483742,1.155431474,0.432426023,0.770886054,1.969622991,0.447999987,1.309142819,0,0,,0.55,1.04,0.38,1.14,0.88,2.62,0.59,0.46,1.24,0.96,0.98,1.65,0.88
8/1/24,8,1,1.4191976,1.797979798,2.571689128,4.493772894,0.630546763,1.960784314,0.937843511,2.404040404,4.587787965,7.468837732,10.57967499,11.41852593,1.350844278,1.804613297,3.650925159,2.833551198,2.306991483,2.584615385,0,0.952911675,0.598214286,2.05112782,1.425954997,0,0.889285117,2.793117247,3.436303466,2.697797523,1.944390434,0.827586207,1.084337349,1.402589844,1.28144281,1.533977348,1.636256212,0,0.839160839,0.272108844,0,0.256410256,0,0.285714286,0.448160535,1.472392638,0.342857143,0.499028372,0.438792409,0.922235998,0.93692305,1.507085071,0.762952998,0.782899862,0,0,,1.03,0.34,0.19,0.86,0.36,1.61,1.57,0.16,2.24,1.96,2.71,2.02,1.33
8/2/24,8,2,0,3.20754377,4.066224269,2.891466446,0.472440945,0.848697085,2.173913043,2.345231411,4.696969697,8.70244823,10.75862069,3.708352467,1.12085098,1.769947256,3.972451113,2.831132453,0.976284585,2.978701826,0,1.597710122,0.444444444,1.24137931,1.597907813,0.774193548,3.096240928,4.778481013,2.21563364,1.517534294,0.789473684,1.311070547,1.162880246,1.456639485,0,1.538524759,1.092530658,0.592592593,0,0,0.569402229,0.305343511,1.588850174,0,0.827586207,3.779012749,1.359898798,0,0.810160561,0.538465327,2.400583302,1.815849991,0.333698621,1.477765915,0,0,,1.2,0.67,0.56,0.54,1.84,2.4,2.25,1.23,1.7,0.44,1.12,1.57,2.73
